Generations;RWM1;RWM2;RWM3;RWM Avg;AWM1;AWM2;AWM3;AWM Avg;RWOM1;RWOM2;RWOM3;RWOM Avg;AWOM1;AWOM2;AWOM3;AWOM Avg
9112;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9113;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9114;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9115;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9116;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9117;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9118;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9119;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9120;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9121;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9122;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9123;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9124;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9125;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9126;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9127;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9128;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9129;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9130;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9131;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9132;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9133;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9134;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9135;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9136;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9137;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9138;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9139;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9140;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9141;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9142;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9143;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9144;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9145;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9146;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9147;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9148;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9149;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9150;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9151;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9152;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9153;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9154;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9155;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9156;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9157;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9158;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9159;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9160;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9161;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9162;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9163;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9164;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9165;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9166;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9167;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9168;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9169;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9170;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9171;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9172;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9173;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9174;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9175;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9176;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9177;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9178;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9179;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9180;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9181;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9182;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9183;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9184;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9185;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9186;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9187;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9188;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9189;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9190;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9191;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9192;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9193;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9194;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9195;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9196;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9197;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9198;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9199;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9200;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9201;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9202;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9203;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9204;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9205;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9206;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9207;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9208;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9209;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9210;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9211;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9212;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9213;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9214;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9215;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9216;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9217;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9218;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9219;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9220;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9221;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9222;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9223;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9224;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9225;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9226;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9227;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9228;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9229;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9230;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9231;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9232;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9233;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9234;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9235;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9236;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9237;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9238;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9239;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9240;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9241;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9242;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9243;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9244;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9245;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9246;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9247;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9248;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9249;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9250;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9251;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9252;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9253;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9254;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9255;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9256;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9257;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9258;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9259;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9260;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9261;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9262;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9263;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9264;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9265;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9266;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9267;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9268;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9269;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9270;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9271;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9272;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9273;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9274;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9275;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9276;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9277;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9278;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9279;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9280;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9281;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9282;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9283;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9284;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9285;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9286;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9287;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9288;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9289;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9290;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9291;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9292;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9293;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9294;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9295;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9296;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9297;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9298;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9299;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9300;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9301;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9302;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9303;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9304;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9305;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9306;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9307;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9308;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9309;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9310;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9311;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9312;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9313;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9314;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9315;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9316;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9317;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
9318;0,29;0,308;0,274;0,291;0,330;0,246;0,308;0,295;0,352;0,302;0,324;0,326;0,324;0,324;0,308;0,319
